"","c1","c2","c3","gene"
"Pvrl2.1",1,1,1,"Pvrl2.1"
"Kctd17",3,3,3,"Kctd17"
"Stk32c",1,1,1,"Stk32c"
"Micall2",1,1,1,"Micall2"
"Dnajc15",4,4,4,"Dnajc15"
"Dysf",1,1,1,"Dysf"
"Metapl1",6,6,6,"Metapl1"
"Usp1.2",3,3,3,"Usp1.2"
"Spic",2,2,2,"Spic"
"1110008F13Rik",4,4,4,"1110008F13Rik"
"Tomm70a",4,4,4,"Tomm70a"
"Itga9",2,2,2,"Itga9"
"Larp7",6,6,6,"Larp7"
"Trpc4ap",1,1,1,"Trpc4ap"
"Rdbp",3,3,3,"Rdbp"
"Ntrk3.1",1,1,1,"Ntrk3.1"
"Sf3b4",6,6,6,"Sf3b4"
"Ankrd12.1",2,2,2,"Ankrd12.1"
"Osgepl1",3,3,3,"Osgepl1"
"D330045A20Rik.1",1,1,1,"D330045A20Rik.1"
"Mrps12",4,4,4,"Mrps12"
"Mtmr3",1,1,1,"Mtmr3"
"Acadsb",1,1,1,"Acadsb"
"AA408296.1",6,6,6,"AA408296.1"
"Rab28",3,3,3,"Rab28"
"Eif2b5.1",4,4,4,"Eif2b5.1"
"Serpina3h",3,3,3,"Serpina3h"
"D030074E01Rik",2,2,2,"D030074E01Rik"
"Ndrg2",1,1,1,"Ndrg2"
"Akap8l",2,2,2,"Akap8l"
"C230021P08Rik",2,2,2,"C230021P08Rik"
"Nola2",4,4,4,"Nola2"
"Tk1",3,3,3,"Tk1"
"Wtip",1,1,1,"Wtip"
"Tor1b",6,6,6,"Tor1b"
"H1fx",1,1,1,"H1fx"
"Zcchc4",4,4,4,"Zcchc4"
"Hist1h1b",5,5,5,"Hist1h1b"
"Tmem121",3,3,3,"Tmem121"
"6430571L13Rik",1,1,1,"6430571L13Rik"
"Fbxl5",6,6,6,"Fbxl5"
"Zcchc6",1,1,1,"Zcchc6"
"Wars.1",4,4,4,"Wars.1"
"Mylip",2,2,2,"Mylip"
"Elavl1",4,4,4,"Elavl1"
"Snrpb",4,4,4,"Snrpb"
"Smek1",6,6,6,"Smek1"
"Rab3d",5,5,5,"Rab3d"
"Pwp2",6,6,6,"Pwp2"
"Hist1h2ah.1",3,3,3,"Hist1h2ah.1"
"Rabl3",3,3,3,"Rabl3"
"Nub1",3,3,3,"Nub1"
"Hn1",3,3,3,"Hn1"
"Glud1",1,1,1,"Glud1"
"Mycbp2.1",2,2,2,"Mycbp2.1"
"Atp5b",4,4,4,"Atp5b"
"Rnf213",5,5,5,"Rnf213"
"Mre11a",3,3,3,"Mre11a"
"Wbp7",2,2,2,"Wbp7"
"Suv420h1",2,2,2,"Suv420h1"
"Abcf2.1",4,4,4,"Abcf2.1"
"Rad23a",4,4,4,"Rad23a"
"Gtse1",3,3,3,"Gtse1"
"LOC626578",3,3,3,"LOC626578"
"Wbp2",1,1,1,"Wbp2"
"Rngtt",6,6,6,"Rngtt"
"Thap4",3,3,3,"Thap4"
"Stk35",3,3,3,"Stk35"
"Pdzd11.1",3,3,3,"Pdzd11.1"
"Rap2c",6,6,6,"Rap2c"
"0610010K06Rik",1,1,1,"0610010K06Rik"
"Blmh",4,4,4,"Blmh"
"Cdca8",3,3,3,"Cdca8"
"Nusap1.1",1,1,1,"Nusap1.1"
"Ddit3.1",1,1,1,"Ddit3.1"
"Zfp239",4,4,4,"Zfp239"
"Mzf1",1,1,1,"Mzf1"
"Stip1",4,4,4,"Stip1"
"Pld3",2,2,2,"Pld3"
"2210018M11Rik",5,5,5,"2210018M11Rik"
"Ccdc44",4,4,4,"Ccdc44"
"Trip12",2,2,2,"Trip12"
"Golga5",2,2,2,"Golga5"
"Heatr1.1",6,6,6,"Heatr1.1"
"Nol8",6,6,6,"Nol8"
"Rapgef1.2",6,6,6,"Rapgef1.2"
"Pla2g12a",3,3,3,"Pla2g12a"
"6030408C04Rik",3,3,3,"6030408C04Rik"
"Cox6a1",3,3,3,"Cox6a1"
"BC026590",6,6,6,"BC026590"
"BC067068",6,6,6,"BC067068"
"Lsg1",6,6,6,"Lsg1"
"Ppan",6,6,6,"Ppan"
"Sart1",6,6,6,"Sart1"
"D030070L09Rik",4,4,4,"D030070L09Rik"
"Ide",4,4,4,"Ide"
"D10Bwg1379e",1,1,1,"D10Bwg1379e"
"Hcst",2,2,2,"Hcst"
"5133400G04Rik",3,3,3,"5133400G04Rik"
"Xpnpep1.2",3,3,3,"Xpnpep1.2"
"Oas1c",5,5,5,"Oas1c"
"Acy1",4,4,4,"Acy1"
"Armc6",4,4,4,"Armc6"
"Ptpdc1.1",2,2,2,"Ptpdc1.1"
"Vps29",4,4,4,"Vps29"
"Noxo1",1,1,1,"Noxo1"
"Hus1.2",4,4,4,"Hus1.2"
"Tnfrsf10b.1",4,4,4,"Tnfrsf10b.1"
"Gstm5",1,1,1,"Gstm5"
"Ctsw",2,2,2,"Ctsw"
"2610524H06Rik",3,3,3,"2610524H06Rik"
"Bxdc1",6,6,6,"Bxdc1"
"Ipmk.1",4,4,4,"Ipmk.1"
"Cmas",1,1,1,"Cmas"
"2700007P21Rik",5,5,5,"2700007P21Rik"
"Prss36",4,4,4,"Prss36"
"Eif4g2",6,6,6,"Eif4g2"
"Mod1",5,5,5,"Mod1"
"Mare",6,6,6,"Mare"
"Arf5",1,1,1,"Arf5"
"6230427J02Rik.1",4,4,4,"6230427J02Rik.1"
"Ski",2,2,2,"Ski"
"Tlr7",3,3,3,"Tlr7"
"Mtmr3.1",1,1,1,"Mtmr3.1"
"Alg8",4,4,4,"Alg8"
"Cd86.1",5,5,5,"Cd86.1"
"Nipbl",2,2,2,"Nipbl"
"Socs3",5,5,5,"Socs3"
"Ripk4",1,1,1,"Ripk4"
"Slc30a5",6,6,6,"Slc30a5"
"Hrbl",1,1,1,"Hrbl"
"2610208M17Rik",3,3,3,"2610208M17Rik"
"Ltbp4",1,1,1,"Ltbp4"
"Atp2b4",1,1,1,"Atp2b4"
"Dscr1l2",1,1,1,"Dscr1l2"
"Cdc20",3,3,3,"Cdc20"
"Rpl29",6,6,6,"Rpl29"
"Vars",4,4,4,"Vars"
"2610029G23Rik.1",4,4,4,"2610029G23Rik.1"
"Gnb4",5,5,5,"Gnb4"
"Med18",4,4,4,"Med18"
"Hdac3",3,3,3,"Hdac3"
"Fth1",5,5,5,"Fth1"
"Exosc2",4,4,4,"Exosc2"
"Hap1.1",1,1,1,"Hap1.1"
"Cnot4",5,5,5,"Cnot4"
"Pet112l",4,4,4,"Pet112l"
"Slc10a7.1",1,1,1,"Slc10a7.1"
"Camk2n1",1,1,1,"Camk2n1"
"Foxm1",1,1,1,"Foxm1"
"Pabpc1",3,3,3,"Pabpc1"
"Atp5g3",4,4,4,"Atp5g3"
"Usp18",3,3,3,"Usp18"
"Tect1.1",1,1,1,"Tect1.1"
"Sgol1.1",1,1,1,"Sgol1.1"
"Zbp1",3,3,3,"Zbp1"
"Snx5",3,3,3,"Snx5"
"Lancl1",5,5,5,"Lancl1"
"Ly9",2,2,2,"Ly9"
"Matk",1,1,1,"Matk"
"Rpl7l1.1",4,4,4,"Rpl7l1.1"
"Slc39a8",3,3,3,"Slc39a8"
"Rfc2.1",3,3,3,"Rfc2.1"
"Znhit3",4,4,4,"Znhit3"
"Cd40.1",5,5,5,"Cd40.1"
"Psd4",2,2,2,"Psd4"
"Deb1",4,4,4,"Deb1"
"Csnk1e.1",4,4,4,"Csnk1e.1"
"Il7r",2,2,2,"Il7r"
"Trub1",6,6,6,"Trub1"
"Polr2h.1",4,4,4,"Polr2h.1"
"Ccni",5,5,5,"Ccni"
"Atxn7l1",1,1,1,"Atxn7l1"
"Ccna2",1,1,1,"Ccna2"
"Adc",1,1,1,"Adc"
"Sart3",6,6,6,"Sart3"
"Fxn",4,4,4,"Fxn"
"Plekhf1",1,1,1,"Plekhf1"
"Ascc1",1,1,1,"Ascc1"
"Ufsp1",4,4,4,"Ufsp1"
"Crlf3",2,2,2,"Crlf3"
"Mest",1,1,1,"Mest"
"Copg2",3,3,3,"Copg2"
"Snrpa",4,4,4,"Snrpa"
"Sorbs1.1",5,5,5,"Sorbs1.1"
"Fbxo18",1,1,1,"Fbxo18"
"Eef2",1,1,1,"Eef2"
"Zbp1.1",3,3,3,"Zbp1.1"
"Vim",1,1,1,"Vim"
"B4galt4",5,5,5,"B4galt4"
"Ly6a",5,5,5,"Ly6a"
"Susd3",1,1,1,"Susd3"
"Nudt5",4,4,4,"Nudt5"
"BC094916.1",5,5,5,"BC094916.1"
"Fgd1",3,3,3,"Fgd1"
"Cenpn",3,3,3,"Cenpn"
"Guk1",4,4,4,"Guk1"
"Jmjd2b",1,1,1,"Jmjd2b"
"Gpr172b.1",6,6,6,"Gpr172b.1"
"Sorcs2",5,5,5,"Sorcs2"
"Aldoa",1,1,1,"Aldoa"
"1190007F08Rik",1,1,1,"1190007F08Rik"
"Ccdc135",6,6,6,"Ccdc135"
"Slc35d2",5,5,5,"Slc35d2"
"Mrpl37",4,4,4,"Mrpl37"
"0610007C21Rik",5,5,5,"0610007C21Rik"
"Tmem180",3,3,3,"Tmem180"
"Ehmt2",1,1,1,"Ehmt2"
"Ccl5",3,3,3,"Ccl5"
"Mrpl37.1",4,4,4,"Mrpl37.1"
"Alg8.1",4,4,4,"Alg8.1"
"BC049806.2",2,2,2,"BC049806.2"
"Psmg2",4,4,4,"Psmg2"
"LOC667250",5,5,5,"LOC667250"
"Angptl4",4,4,4,"Angptl4"
"Ecm1.1",1,1,1,"Ecm1.1"
"Fpgs",6,6,6,"Fpgs"
"Paip2",5,5,5,"Paip2"
"Ufsp2",3,3,3,"Ufsp2"
"6430706D22Rik",1,1,1,"6430706D22Rik"
"Zdhhc14",2,2,2,"Zdhhc14"
"3000004C01Rik",1,1,1,"3000004C01Rik"
"Mia3",2,2,2,"Mia3"
"Arhgef2",4,4,4,"Arhgef2"
"Foxj3",2,2,2,"Foxj3"
"Nat2",1,1,1,"Nat2"
"Isg20l2",6,6,6,"Isg20l2"
"Rhot2",6,6,6,"Rhot2"
"Gga3",6,6,6,"Gga3"
"Guca1a",1,1,1,"Guca1a"
"Abi1",2,2,2,"Abi1"
"Ak3",1,1,1,"Ak3"
"Sppl3",2,2,2,"Sppl3"
"Sec61b",3,3,3,"Sec61b"
"Hsd3b2",2,2,2,"Hsd3b2"
"LOC56628",2,2,2,"LOC56628"
"Pnpla7",2,2,2,"Pnpla7"
"Palld",1,1,1,"Palld"
"Pitrm1",5,5,5,"Pitrm1"
"Ccdc134",4,4,4,"Ccdc134"
"Trub1.1",4,4,4,"Trub1.1"
"Haao",1,1,1,"Haao"
"Dnalc1",1,1,1,"Dnalc1"
"Tceb2.1",3,3,3,"Tceb2.1"
"Dynlt3",1,1,1,"Dynlt3"
"Atp8b4",2,2,2,"Atp8b4"
"Prickle3",1,1,1,"Prickle3"
"Hist1h3a",5,5,5,"Hist1h3a"
"2310007D09Rik",1,1,1,"2310007D09Rik"
"Ankrd37",1,1,1,"Ankrd37"
"Pank4",2,2,2,"Pank4"
"Iqgap3",3,3,3,"Iqgap3"
"Mrps10.1",4,4,4,"Mrps10.1"
"Acsl6.2",3,3,3,"Acsl6.2"
"Pold2",4,4,4,"Pold2"
"Aifm2",1,1,1,"Aifm2"
"Rnpep",3,3,3,"Rnpep"
"Serhl",3,3,3,"Serhl"
"7530404M11Rik",1,1,1,"7530404M11Rik"
"Ddx31",6,6,6,"Ddx31"
"Itgb5",1,1,1,"Itgb5"
"Kif4",3,3,3,"Kif4"
"Bcar1",1,1,1,"Bcar1"
"Serinc3",1,1,1,"Serinc3"
"Igfl3.1",1,1,1,"Igfl3.1"
"Dhx29.1",6,6,6,"Dhx29.1"
"Mov10.1",5,5,5,"Mov10.1"
"Cnot2",6,6,6,"Cnot2"
"2310008H04Rik",3,3,3,"2310008H04Rik"
"Ralgds",3,3,3,"Ralgds"
"Tcf25",2,2,2,"Tcf25"
"Fzr1.1",3,3,3,"Fzr1.1"
"Nuak2",3,3,3,"Nuak2"
"Upf1",6,6,6,"Upf1"
"Batf3",1,1,1,"Batf3"
"Mcm2",4,4,4,"Mcm2"
"Aifm1.1",4,4,4,"Aifm1.1"
"Vamp8",1,1,1,"Vamp8"
"Cfp",2,2,2,"Cfp"
"Lrpap1",1,1,1,"Lrpap1"
"Wdr76",3,3,3,"Wdr76"
"a",1,1,1,"a"
"Rab34",3,3,3,"Rab34"
"BC030476",2,2,2,"BC030476"
"B230317C12Rik.1",1,1,1,"B230317C12Rik.1"
"Impact.1",6,6,6,"Impact.1"
"Itga7",1,1,1,"Itga7"
"Bclaf1.1",6,6,6,"Bclaf1.1"
"4632417K18Rik",3,3,3,"4632417K18Rik"
"Ccr5.1",5,5,5,"Ccr5.1"
"Adck1",6,6,6,"Adck1"
"Gins2.1",3,3,3,"Gins2.1"
"Rpusd4",5,5,5,"Rpusd4"
"Phf15",4,4,4,"Phf15"
"D1Bwg0212e",6,6,6,"D1Bwg0212e"
"Fbxw17",1,1,1,"Fbxw17"
"Tfrc.1",3,3,3,"Tfrc.1"
"Klhl26",1,1,1,"Klhl26"
"Kif2c",3,3,3,"Kif2c"
"Rab22a",2,2,2,"Rab22a"
"Usp16",6,6,6,"Usp16"
"Nampt",3,3,3,"Nampt"
"Hdgf.1",4,4,4,"Hdgf.1"
"Gtse1.1",3,3,3,"Gtse1.1"
"Casp6",3,3,3,"Casp6"
"Rasl12",1,1,1,"Rasl12"
"Plek",3,3,3,"Plek"
"Camk2g",5,5,5,"Camk2g"
"Marcks",3,3,3,"Marcks"
"Cdca2",1,1,1,"Cdca2"
"Zfp87",2,2,2,"Zfp87"
"Tpd52.1",1,1,1,"Tpd52.1"
"Alkbh4",2,2,2,"Alkbh4"
"1810030N24Rik",2,2,2,"1810030N24Rik"
"Krba1",2,2,2,"Krba1"
"Thoc4",4,4,4,"Thoc4"
"Lck",2,2,2,"Lck"
"Hdac5",5,5,5,"Hdac5"
"Gpr108",1,1,1,"Gpr108"
"Anxa9",5,5,5,"Anxa9"
"Mta3.1",1,1,1,"Mta3.1"
"Klk1b27",2,2,2,"Klk1b27"
"Kbtbd7.1",2,2,2,"Kbtbd7.1"
"Nfu1",3,3,3,"Nfu1"
"Lrrc59.2",3,3,3,"Lrrc59.2"
"Scoc",2,2,2,"Scoc"
"Csnrp2",2,2,2,"Csnrp2"
"Nts",1,1,1,"Nts"
"Pard6a",3,3,3,"Pard6a"
"Tnfrsf8",1,1,1,"Tnfrsf8"
"Wdr68",4,4,4,"Wdr68"
"Golga2",5,5,5,"Golga2"
"Cacnb3.2",5,5,5,"Cacnb3.2"
"Zzef1.2",2,2,2,"Zzef1.2"
"Sox4.1",6,6,6,"Sox4.1"
"Zmpste24.1",4,4,4,"Zmpste24.1"
"Zdhhc8.1",5,5,5,"Zdhhc8.1"
"Trim45",3,3,3,"Trim45"
"Pik3r3.1",2,2,2,"Pik3r3.1"
"Foxq1",1,1,1,"Foxq1"
"Aup1",2,2,2,"Aup1"
"Rnaseh2b",3,3,3,"Rnaseh2b"
"Optn",1,1,1,"Optn"
"5133400G04Rik.1",3,3,3,"5133400G04Rik.1"
"Zcchc3.1",3,3,3,"Zcchc3.1"
"Slc13a3",3,3,3,"Slc13a3"
"AU021838",6,6,6,"AU021838"
"Mfn1",1,1,1,"Mfn1"
"Sdcbp2.2",1,1,1,"Sdcbp2.2"
"1700021F05Rik",4,4,4,"1700021F05Rik"
"Fancd2",3,3,3,"Fancd2"
"G3bp2.2",2,2,2,"G3bp2.2"
"Pdcd4",5,5,5,"Pdcd4"
"Cdk6",1,1,1,"Cdk6"
"Rbm42",6,6,6,"Rbm42"
"Tbc1d8",1,1,1,"Tbc1d8"
"Jtv1",6,6,6,"Jtv1"
"Whsc1l1",1,1,1,"Whsc1l1"
"Dkkl1",1,1,1,"Dkkl1"
"Tomm34",2,2,2,"Tomm34"
"H2-M3",5,5,5,"H2-M3"
"Ranbp1",4,4,4,"Ranbp1"
"Mrpl22",4,4,4,"Mrpl22"
"2810407C02Rik.1",2,2,2,"2810407C02Rik.1"
"2410003P15Rik.1",4,4,4,"2410003P15Rik.1"
"Basp1",1,1,1,"Basp1"
"Dnajc10.1",1,1,1,"Dnajc10.1"
"Hprt1.1",3,3,3,"Hprt1.1"
"Jagn1",6,6,6,"Jagn1"
"Tusc2",6,6,6,"Tusc2"
"Ddhd1",2,2,2,"Ddhd1"
"Dap3",3,3,3,"Dap3"
"Ssh3",5,5,5,"Ssh3"
"Lyzs",2,2,2,"Lyzs"
"Stard10",1,1,1,"Stard10"
"Matk.1",5,5,5,"Matk.1"
"Hexb",1,1,1,"Hexb"
"Zxdc.1",6,6,6,"Zxdc.1"
"Casp1",5,5,5,"Casp1"
"Galnt3",3,3,3,"Galnt3"
"Gmip",2,2,2,"Gmip"
"Ddx27",4,4,4,"Ddx27"
"Tmem199",4,4,4,"Tmem199"
"Phlda3.1",1,1,1,"Phlda3.1"
"5630401D24Rik.1",4,4,4,"5630401D24Rik.1"
"Mtbp.1",3,3,3,"Mtbp.1"
"Pias3",1,1,1,"Pias3"
"Gsdmdc1.1",2,2,2,"Gsdmdc1.1"
"2310047M10Rik",1,1,1,"2310047M10Rik"
"Spna2",2,2,2,"Spna2"
"Rars2.1",4,4,4,"Rars2.1"
"Kifap3.2",3,3,3,"Kifap3.2"
"Itfg2",4,4,4,"Itfg2"
"Psmf1",6,6,6,"Psmf1"
"Mrpl33",3,3,3,"Mrpl33"
"Actg2",6,6,6,"Actg2"
"Sumo1",3,3,3,"Sumo1"
"Fancm",4,4,4,"Fancm"
"Ppm1k",5,5,5,"Ppm1k"
"Izumo1",2,2,2,"Izumo1"
"Gpr146.1",5,5,5,"Gpr146.1"
"3930401K13Rik",6,6,6,"3930401K13Rik"
"Brd2",6,6,6,"Brd2"
"BC030867",3,3,3,"BC030867"
"2410015N17Rik",4,4,4,"2410015N17Rik"
"Psmd9.1",4,4,4,"Psmd9.1"
"Jmjd2b.1",1,1,1,"Jmjd2b.1"
"Sf3a1",4,4,4,"Sf3a1"
"Scyl3",6,6,6,"Scyl3"
"Sdf4",5,5,5,"Sdf4"
"Serbp1.1",6,6,6,"Serbp1.1"
"S100a9",2,2,2,"S100a9"
"Ndor1.2",6,6,6,"Ndor1.2"
"Ppm1b.1",2,2,2,"Ppm1b.1"
"Zfp335",6,6,6,"Zfp335"
"Cmtm7.1",3,3,3,"Cmtm7.1"
"5830457O10Rik",6,6,6,"5830457O10Rik"
"Llgl2",2,2,2,"Llgl2"
"Bub3",4,4,4,"Bub3"
"Oprs1",4,4,4,"Oprs1"
"2810441K11Rik",4,4,4,"2810441K11Rik"
"S100a13",1,1,1,"S100a13"
"Prpf38a.1",4,4,4,"Prpf38a.1"
"Ebp",3,3,3,"Ebp"
"Suhw4.1",2,2,2,"Suhw4.1"
"Prmt3",6,6,6,"Prmt3"
"Tnpo3",6,6,6,"Tnpo3"
"Lrrc16b.1",1,1,1,"Lrrc16b.1"
"Clns1a",6,6,6,"Clns1a"
"Psma2",4,4,4,"Psma2"
"Pde6d.2",1,1,1,"Pde6d.2"
"Smg6",2,2,2,"Smg6"
"Pkn2.2",3,3,3,"Pkn2.2"
"Inppl1",1,1,1,"Inppl1"
"Epm2aip1.3",5,5,5,"Epm2aip1.3"
"Tnfrsf10b.2",3,3,3,"Tnfrsf10b.2"
"Faim3",1,1,1,"Faim3"
"Apaf1",1,1,1,"Apaf1"
"Dlg4",5,5,5,"Dlg4"
"Mecr",4,4,4,"Mecr"
"Wdr77",6,6,6,"Wdr77"
"Metap2.2",4,4,4,"Metap2.2"
"Vdac2",3,3,3,"Vdac2"
"Dnaja3",4,4,4,"Dnaja3"
"Xpr1.1",5,5,5,"Xpr1.1"
"Cenpl",1,1,1,"Cenpl"
"AU014645",6,6,6,"AU014645"
"Gps1.1",4,4,4,"Gps1.1"
"Prdx4",1,1,1,"Prdx4"
"Pcca",3,3,3,"Pcca"
"Grn",1,1,1,"Grn"
"Spc25",3,3,3,"Spc25"
"Josd1",4,4,4,"Josd1"
"Hint3",3,3,3,"Hint3"
"Luzp1",3,3,3,"Luzp1"
"Rsl1d1",6,6,6,"Rsl1d1"
"Cc2d1b",6,6,6,"Cc2d1b"
"Hba-a1",2,2,2,"Hba-a1"
"Fzr1.2",1,1,1,"Fzr1.2"
"Cdk2.1",3,3,3,"Cdk2.1"
"Cpt2",3,3,3,"Cpt2"
"B9d1",3,3,3,"B9d1"
"Ppap2b.1",2,2,2,"Ppap2b.1"
"Pnpo.1",6,6,6,"Pnpo.1"
"Ppa1",4,4,4,"Ppa1"
"Clic4",3,3,3,"Clic4"
"Calr3",3,3,3,"Calr3"
"Tnfrsf4",3,3,3,"Tnfrsf4"
"Cdc6",3,3,3,"Cdc6"
"Chaf1a",3,3,3,"Chaf1a"
"Atg2a.1",2,2,2,"Atg2a.1"
"BC008155",5,5,5,"BC008155"
"Capzb.2",6,6,6,"Capzb.2"
"9130404D08Rik",2,2,2,"9130404D08Rik"
"Tmod4",2,2,2,"Tmod4"
"Sln",1,1,1,"Sln"
"1700066B19Rik",3,3,3,"1700066B19Rik"
"Cd27.1",2,2,2,"Cd27.1"
"AI747699",4,4,4,"AI747699"
"2700081O15Rik",4,4,4,"2700081O15Rik"
"Dock3",3,3,3,"Dock3"
"5430432M24Rik.1",1,1,1,"5430432M24Rik.1"
"Vegfa",1,1,1,"Vegfa"
"Sars2",4,4,4,"Sars2"
"Ccdc109a",3,3,3,"Ccdc109a"
"Sra1.1",3,3,3,"Sra1.1"
"9530058B02Rik.1",4,4,4,"9530058B02Rik.1"
"Hp1bp3",5,5,5,"Hp1bp3"
"Klk1b5",2,2,2,"Klk1b5"
"Iqgap2",5,5,5,"Iqgap2"
"Nedd1",1,1,1,"Nedd1"
"Senp7",1,1,1,"Senp7"
"Centg2",1,1,1,"Centg2"
"Ehmt2.1",1,1,1,"Ehmt2.1"
"Zwilch",3,3,3,"Zwilch"
"Olfr495",5,5,5,"Olfr495"
"Egfl7.1",4,4,4,"Egfl7.1"
"Pus10.1",4,4,4,"Pus10.1"
"Egfl7.2",4,4,4,"Egfl7.2"
"Cd79b",2,2,2,"Cd79b"
"Sfrs5",2,2,2,"Sfrs5"
"Tbc1d7.1",3,3,3,"Tbc1d7.1"
"Ube2m",4,4,4,"Ube2m"
"Ifrg15",1,1,1,"Ifrg15"
"Tmem143.2",3,3,3,"Tmem143.2"
"AU019823",6,6,6,"AU019823"
"1110007A13Rik.1",2,2,2,"1110007A13Rik.1"
"Tex10",6,6,6,"Tex10"
"Cd79b.1",2,2,2,"Cd79b.1"
"Npm3",6,6,6,"Npm3"
"Aven",6,6,6,"Aven"
"Kcnab3",1,1,1,"Kcnab3"
"B230217C12Rik",3,3,3,"B230217C12Rik"
"Serhl.1",3,3,3,"Serhl.1"
"Zfp260",2,2,2,"Zfp260"
"Ncdn.1",6,6,6,"Ncdn.1"
"Pdcd1lg2",4,4,4,"Pdcd1lg2"
"Neurl2",3,3,3,"Neurl2"
"Ikzf1",2,2,2,"Ikzf1"
"Zfp473.1",3,3,3,"Zfp473.1"
"Gemin6",3,3,3,"Gemin6"
"Mad2l1bp.1",1,1,1,"Mad2l1bp.1"
"4932418E24Rik",3,3,3,"4932418E24Rik"
"Brip1",3,3,3,"Brip1"
"Aldh5a1",1,1,1,"Aldh5a1"
"Mrps18b",4,4,4,"Mrps18b"
"App",2,2,2,"App"
"Ak2.2",3,3,3,"Ak2.2"
"Heg1",3,3,3,"Heg1"
"Xpnpep2",3,3,3,"Xpnpep2"
"Cdkn1a",1,1,1,"Cdkn1a"
"Saps2.1",1,1,1,"Saps2.1"
"Cdc42bpb",3,3,3,"Cdc42bpb"
"Dsn1",3,3,3,"Dsn1"
"Il12a",3,3,3,"Il12a"
"Nme1",6,6,6,"Nme1"
"Ebi3",1,1,1,"Ebi3"
"D5Ertd579e",6,6,6,"D5Ertd579e"
"Dnajc19",4,4,4,"Dnajc19"
"0610037L13Rik",6,6,6,"0610037L13Rik"
"Krt10",6,6,6,"Krt10"
"Dnajc6",2,2,2,"Dnajc6"
"Zyg11b",2,2,2,"Zyg11b"
"Jazf1",3,3,3,"Jazf1"
"Dhps",6,6,6,"Dhps"
"2810046L04Rik",6,6,6,"2810046L04Rik"
"Tyms.2",3,3,3,"Tyms.2"
"Mvd",1,1,1,"Mvd"
"Rhot2.1",6,6,6,"Rhot2.1"
"Nr1i3.2",6,6,6,"Nr1i3.2"
"Bst2",3,3,3,"Bst2"
"Mitd1",5,5,5,"Mitd1"
"Kif1b.2",3,3,3,"Kif1b.2"
"9630058J23Rik",5,5,5,"9630058J23Rik"
"Mto1",4,4,4,"Mto1"
"Rabgap1l.1",1,1,1,"Rabgap1l.1"
"Mll1",2,2,2,"Mll1"
"Vdac1",3,3,3,"Vdac1"
"Mrpl46",4,4,4,"Mrpl46"
"Tmem205",1,1,1,"Tmem205"
"Unc93b1",1,1,1,"Unc93b1"
"Pxmp4",1,1,1,"Pxmp4"
"Bxdc2",6,6,6,"Bxdc2"
"Pole3",4,4,4,"Pole3"
"Ppil1",4,4,4,"Ppil1"
"Arpc1a",3,3,3,"Arpc1a"
"Stra13",4,4,4,"Stra13"
"Pigz",5,5,5,"Pigz"
"Llgl1.1",2,2,2,"Llgl1.1"
"Trim44",4,4,4,"Trim44"
"Nat10",6,6,6,"Nat10"
"Ccdc111",1,1,1,"Ccdc111"
"Rab6.1",3,3,3,"Rab6.1"
"Ppib",1,1,1,"Ppib"
"2310005E10Rik",1,1,1,"2310005E10Rik"
"2010200O16Rik",5,5,5,"2010200O16Rik"
"Xpnpep1.3",3,3,3,"Xpnpep1.3"
"Nsun5.1",6,6,6,"Nsun5.1"
"Cyp4f18",5,5,5,"Cyp4f18"
"Ccr5.2",5,5,5,"Ccr5.2"
"Cox15",3,3,3,"Cox15"
"Tpst1",4,4,4,"Tpst1"
"Zcchc14",2,2,2,"Zcchc14"
"Zfp597",6,6,6,"Zfp597"
"Zfp82",2,2,2,"Zfp82"
"Ftsj1.1",4,4,4,"Ftsj1.1"
"Melk",3,3,3,"Melk"
"Npc1",5,5,5,"Npc1"
"Psme4",1,1,1,"Psme4"
"ORF28.1",2,2,2,"ORF28.1"
"Rad51l3",3,3,3,"Rad51l3"
"Tbp",4,4,4,"Tbp"
"Tipin",3,3,3,"Tipin"
"Glrx2",6,6,6,"Glrx2"
"Katnb1.1",1,1,1,"Katnb1.1"
"Ppp3ca",2,2,2,"Ppp3ca"
"Lancl1.1",5,5,5,"Lancl1.1"
"Pask",3,3,3,"Pask"
"Mrps18b.1",4,4,4,"Mrps18b.1"
"Ctse",2,2,2,"Ctse"
"Prpf3.2",6,6,6,"Prpf3.2"
"Acvr2b",1,1,1,"Acvr2b"
"Topors",4,4,4,"Topors"
"Grina",1,1,1,"Grina"
"Hsp90ab1",4,4,4,"Hsp90ab1"
"Mdfic",3,3,3,"Mdfic"
"Spag5",1,1,1,"Spag5"
"Tmem38b",3,3,3,"Tmem38b"
"Ccnb1",3,3,3,"Ccnb1"
"Pacsin1",6,6,6,"Pacsin1"
"Higd1a",5,5,5,"Higd1a"
"Fbxo31.1",4,4,4,"Fbxo31.1"
"Tpcn2",2,2,2,"Tpcn2"
"Gcap14.1",2,2,2,"Gcap14.1"
"Nol1",6,6,6,"Nol1"
"Pfdn5.1",2,2,2,"Pfdn5.1"
"Sgcb.1",3,3,3,"Sgcb.1"
"Wdr68.1",2,2,2,"Wdr68.1"
"Ms4a6d",5,5,5,"Ms4a6d"
"R3hdm1",1,1,1,"R3hdm1"
"Napg",2,2,2,"Napg"
"6720467C03Rik",3,3,3,"6720467C03Rik"
"Rbm42.1",6,6,6,"Rbm42.1"
"Haghl",1,1,1,"Haghl"
